Subscriber,tripduration,start station id,start station latitude,start station longitude,end station id,end station latitude,end station longitude,bikeid,birth year,gender
1,824,131,42.32293117,-71.10014141,55,42.347265,-71.088088,3029,1998,1
1,758,36,42.34992828,-71.07739207,120,42.356052,-71.069849,5557,1986,2
1,1004,221,42.37250865,-71.11305356,8,42.353334,-71.137313,3204,1992,1
1,429,342,42.34465063,-71.09732501,14,42.33741748,-71.10286117,4116,1996,2
1,2079,115,42.387995,-71.119084,206,42.35980252,-71.05960783,5420,1964,1
1,684,118,42.397828,-71.130516,73,42.373231,-71.120886,5370,1990,1
1,363,226,42.35154735,-71.12126246,233,42.34619708,-71.10728681,6155,1994,1
1,2006,327,42.37487847,-71.06383499,179,42.35560121,-71.10394478,2826,1996,2
1,1222,342,42.34465063,-71.09732501,98,42.371848,-71.060292,5019,1987,1
1,605,345,42.35182807,-71.06781138,40,42.363871,-71.050877,6102,1973,1
1,343,380,42.36135838,-71.09670274,189,42.36242784,-71.08495474,3929,1995,1
0,1155,58,42.35553628,-71.0728687,227,42.349496,-71.10057592,4044,1995,2
1,475,10,42.350406,-71.108279,226,42.35154735,-71.12126246,2200,1994,1
1,381,65,42.34776345,-71.04535997,22,42.352175,-71.055547,5989,1992,2
1,968,86,42.33299892,-71.11634426,55,42.347265,-71.088088,5460,1963,1
1,1691,5,42.341814,-71.090179,208,42.35057,-71.166491,5253,1994,1
1,1996,333,42.37500235,-71.14871614,116,42.370803,-71.104412,6023,1953,1
1,415,179,42.35560121,-71.10394478,189,42.36242784,-71.08495474,5281,1997,1
1,181,40,42.363871,-71.050877,43,42.357143,-71.050699,4368,1975,1
1,1612,69,42.341598,-71.123338,91,42.366277,-71.09169,5597,1976,2
1,125,114,42.40203828,-71.12653291,100,42.396969,-71.123024,2302,1994,1
1,431,21,42.34652004,-71.08065777,26,42.34155985,-71.06886953,3130,1985,2
1,1031,356,42.37412455,-71.054812,206,42.35980252,-71.05960783,3169,1984,1
1,462,380,42.36135838,-71.09670274,185,42.36544486,-71.08277142,2708,1994,1
1,361,22,42.352175,-71.055547,65,42.34776345,-71.04535997,6042,1995,2
1,1030,362,42.33023071,-71.05060093,151,42.358155,-71.052163,5001,1991,1
1,361,76,42.366426,-71.105495,107,42.3625,-71.08822,5978,1990,1
0,596,41,42.352261,-71.123831,361,42.34924377,-71.0972821,2604,1969,0
1,869,68,42.36507,-71.1031,57,42.34054262,-71.08138848,3019,1994,1
1,895,409,42.38952436,-71.1169414,97,42.36919032,-71.11714125,4158,1989,2
0,1224,233,42.34619708,-71.10728681,226,42.35154735,-71.12126246,6155,1969,0
1,572,20,42.35991176,-71.05142981,24,42.35148193,-71.04436085,3143,1972,2
1,1949,156,42.39678589,-71.10237297,22,42.352175,-71.055547,3947,1987,2
1,609,67,42.3581,-71.093198,413,42.36955298,-71.08579015,3644,1984,1
1,524,16,42.34807412,-71.07657015,152,42.345901,-71.063187,3224,1969,1
1,454,403,42.33978053,-71.1213335,11,42.338629,-71.1065,2035,1967,1
1,414,80,42.36213123,-71.09115601,53,42.35082681,-71.08981088,4854,1988,2
1,654,121,42.33595898,-71.046229,128,42.320561,-71.06198,3153,1992,1
1,717,379,42.34254914,-71.07421449,27,42.331184,-71.095171,4431,1992,2
1,682,160,42.33758601,-71.09627098,53,42.35082681,-71.08981088,2751,2000,2
1,1138,100,42.396969,-71.123024,67,42.3581,-71.093198,4919,1984,1
1,1027,11,42.338629,-71.1065,379,42.34254914,-71.07421449,2836,1993,2
1,798,110,42.376369,-71.114025,413,42.36955298,-71.08579015,3869,1994,1
1,1155,354,42.34286835,-71.14127841,10,42.350406,-71.108279,2992,1995,1
0,64,9,42.35169202,-71.11903489,9,42.35169202,-71.11903489,5834,1969,0
1,642,372,42.34958942,-71.07946779,23,42.35892,-71.057629,5789,1961,1
0,376,46,42.34366582,-71.08582377,50,42.35114198,-71.07329249,2806,1994,1
1,344,48,42.35585436,-71.05459746,190,42.365673,-71.064263,4791,1990,1
0,815,41,42.352261,-71.123831,175,42.34894857,-71.15027189,5184,1991,1
1,279,24,42.35148193,-71.04436085,163,42.344792,-71.044024,5804,1992,1
1,824,386,42.36860524,-71.09930186,352,42.34827839,-71.08044855,4058,1991,1
1,860,189,42.36242784,-71.08495474,381,42.37438409,-71.10015746,2253,1994,1
1,297,151,42.358155,-71.052163,157,42.35317809,-71.04817357,4871,1996,2
1,144,386,42.36860524,-71.09930186,68,42.36507,-71.1031,6149,1976,1
1,148,100,42.396969,-71.123024,118,42.397828,-71.130516,4356,1979,1
1,424,116,42.370803,-71.104412,377,42.37927325,-71.10341903,2094,1990,2
1,403,446,42.34960945,-71.10391524,41,42.352261,-71.123831,5477,1991,1
1,957,84,42.366981,-71.076472,116,42.370803,-71.104412,2050,1985,2
1,1084,80,42.36213123,-71.09115601,409,42.38952436,-71.1169414,5065,1997,1
1,138,139,42.36178044,-71.10809952,68,42.36507,-71.1031,5158,1957,1
1,536,437,42.37207658,-71.08995434,330,42.38100143,-71.10402523,3302,1992,1
0,1021,86,42.33299892,-71.11634426,27,42.331184,-71.095171,5465,1969,0
1,1845,97,42.36919032,-71.11714125,195,42.37150494,-71.07249312,4093,1992,2
1,310,342,42.34465063,-71.09732501,55,42.347265,-71.088088,4873,2000,1
1,284,190,42.365673,-71.064263,151,42.358155,-71.052163,4658,1974,1
1,1077,338,42.34835863,-71.13997217,80,42.36213123,-71.09115601,5107,1986,1
1,540,12,42.33624445,-71.08798563,51,42.33509899,-71.07903779,2546,1995,1
1,843,46,42.34366582,-71.08582377,144,42.36575798,-71.07699394,2948,1987,1
1,400,157,42.35317809,-71.04817357,135,42.344827,-71.028664,3586,1982,1
1,156,10,42.350406,-71.108279,227,42.349496,-71.10057592,6013,1986,2
1,304,140,42.388966,-71.132788,115,42.387995,-71.119084,2009,1992,2
1,804,39,42.3385146,-71.07404083,23,42.35892,-71.057629,2966,1994,1
1,238,33,42.348706,-71.097009,342,42.34465063,-71.09732501,5883,1990,1
1,841,235,42.38762811,-71.08318716,318,42.3636929,-71.0875672,2252,1988,1
1,559,157,42.35317809,-71.04817357,81,42.352409,-71.062679,5964,1951,1
1,815,17,42.36426344,-71.1182757,141,42.36356016,-71.08216792,4118,1992,2
1,338,67,42.3581,-71.093198,55,42.347265,-71.088088,6108,1999,1
1,2206,374,42.35668335,-71.06166646,406,42.39189812,-71.09745376,5949,1987,2
0,564,121,42.33595898,-71.046229,192,42.354659,-71.053181,3703,1969,0
0,530,120,42.356052,-71.069849,372,42.34958942,-71.07946779,6100,1996,2
1,399,366,42.34278116,-71.05747275,64,42.3510045,-71.04930013,2593,1989,1
1,542,61,42.348762,-71.082383,60,42.36079297,-71.07118962,5586,1992,1
1,428,80,42.36213123,-71.09115601,184,42.35775309,-71.10393405,4498,1993,1
0,976,20,42.35991176,-71.05142981,81,42.352409,-71.062679,3052,1995,1
1,184,369,42.36254854,-71.05737358,151,42.358155,-71.052163,3866,1985,1
1,438,236,42.39223284,-71.07746601,329,42.380998,-71.08721308,6124,1979,2
1,628,139,42.36178044,-71.10809952,89,42.379011,-71.119945,6044,1990,2
1,274,380,42.36135838,-71.09670274,141,42.36356016,-71.08216792,3782,1982,1
1,645,85,42.378338,-71.048927,6,42.36121165,-71.0653062,2473,1986,1
1,519,330,42.38100143,-71.10402523,74,42.373268,-71.118579,4092,1992,1
0,582,117,42.36608797,-71.08633604,381,42.37438409,-71.10015746,2809,1991,1
1,474,53,42.35082681,-71.08981088,107,42.3625,-71.08822,5212,1988,1
0,749,179,42.35560121,-71.10394478,84,42.366981,-71.076472,5822,1996,1
1,482,144,42.36575798,-71.07699394,98,42.371848,-71.060292,5234,1993,2
1,421,184,42.35775309,-71.10393405,72,42.36224179,-71.08311072,4413,1992,1
1,2042,110,42.376369,-71.114025,52,42.348717,-71.085954,2672,1970,2
1,1841,69,42.341598,-71.123338,13,42.33639915,-71.07306711,5839,1994,1
1,1028,81,42.352409,-71.062679,189,42.36242784,-71.08495474,4472,1998,2
1,885,78,42.37967148,-71.0954931,180,42.37478629,-71.13320231,6023,1987,1
1,1434,117,42.36608797,-71.08633604,331,42.33658555,-71.09886996,5630,1994,1
0,1796,342,42.34465063,-71.09732501,74,42.373268,-71.118579,5279,1969,0
0,734,226,42.35154735,-71.12126246,335,42.36599433,-71.09522222,5337,1988,1
1,1001,188,42.39108438,-71.09039426,380,42.36135838,-71.09670274,3286,1991,1
1,448,107,42.3625,-71.08822,179,42.35560121,-71.10394478,2537,2000,2
0,307,122,42.345733,-71.100694,227,42.349496,-71.10057592,4965,1969,0
1,638,53,42.35082681,-71.08981088,9,42.35169202,-71.11903489,6036,1995,1
1,1689,342,42.34465063,-71.09732501,369,42.36254854,-71.05737358,5686,1988,2
0,1131,96,42.373379,-71.111075,105,42.3572185,-71.11387163,3602,1992,2
0,1231,52,42.348717,-71.085954,73,42.373231,-71.120886,2664,1969,0
0,772,335,42.36599433,-71.09522222,97,42.36919032,-71.11714125,2626,1998,1
1,1954,97,42.36919032,-71.11714125,9,42.35169202,-71.11903489,2873,1988,1
1,308,152,42.345901,-71.063187,22,42.352175,-71.055547,6117,1990,1
1,219,95,42.372969,-71.094445,381,42.37438409,-71.10015746,5706,1999,1
1,483,9,42.35169202,-71.11903489,226,42.35154735,-71.12126246,5975,1998,1
1,185,33,42.348706,-71.097009,53,42.35082681,-71.08981088,2495,2000,1
0,713,43,42.357143,-71.050699,190,42.365673,-71.064263,3879,1993,1
1,176,6,42.36121165,-71.0653062,420,42.3587253,-71.07079532,5377,1975,1
1,1008,46,42.34366582,-71.08582377,143,42.369885,-71.069957,4668,1997,2
1,308,117,42.36608797,-71.08633604,80,42.36213123,-71.09115601,5150,1992,2
1,1086,13,42.33639915,-71.07306711,11,42.338629,-71.1065,3350,1977,2
1,178,381,42.37438409,-71.10015746,225,42.37119728,-71.09759867,5989,1994,1
1,752,330,42.38100143,-71.10402523,80,42.36213123,-71.09115601,3902,1989,1
1,1643,185,42.36544486,-71.08277142,152,42.345901,-71.063187,2129,1992,1
1,423,177,42.36264779,-71.10006094,80,42.36213123,-71.09115601,3700,1987,1
0,1063,377,42.37927325,-71.10341903,73,42.373231,-71.120886,5366,1991,1
1,199,27,42.331184,-71.095171,12,42.33624445,-71.08798563,4772,1998,1
1,481,189,42.36242784,-71.08495474,437,42.37207658,-71.08995434,5560,1987,1
1,403,29,42.363732,-71.124565,97,42.36919032,-71.11714125,4158,1999,2
1,2197,70,42.3722168,-71.12188071,196,42.31787329,-71.08243078,3685,1996,1
1,572,227,42.349496,-71.10057592,36,42.34992828,-71.07739207,4656,1989,2
1,753,22,42.352175,-71.055547,98,42.371848,-71.060292,2509,1973,1
1,300,104,42.380287,-71.125107,73,42.373231,-71.120886,5912,1987,2
1,270,22,42.352175,-71.055547,157,42.35317809,-71.04817357,5333,1969,1
1,124,279,42.306539,-71.107669,133,42.310579,-71.107341,6051,1981,1
0,711,221,42.37250865,-71.11305356,78,42.37967148,-71.0954931,2584,1987,1
1,1685,409,42.38952436,-71.1169414,11,42.338629,-71.1065,5279,1989,1
0,461,378,42.38032335,-71.10878613,176,42.38674802,-71.11901879,4112,1969,0
0,1381,184,42.35775309,-71.10393405,84,42.366981,-71.076472,2750,1992,2
0,2074,16,42.34807412,-71.07657015,27,42.331184,-71.095171,4446,1969,0
1,140,46,42.34366582,-71.08582377,55,42.347265,-71.088088,4093,1994,1
1,170,22,42.352175,-71.055547,64,42.3510045,-71.04930013,4902,1977,1
1,373,178,42.3595732,-71.10129476,189,42.36242784,-71.08495474,2272,1992,1
1,418,53,42.35082681,-71.08981088,25,42.341332,-71.076847,3275,1970,1
1,314,24,42.35148193,-71.04436085,23,42.35892,-71.057629,4400,1984,1
1,1091,370,42.35096144,-71.07782811,3,42.34011512,-71.10061884,6058,1979,2
1,238,369,42.36254854,-71.05737358,43,42.357143,-71.050699,3391,1978,1
1,557,96,42.373379,-71.111075,107,42.3625,-71.08822,5204,1994,2
1,545,67,42.3581,-71.093198,177,42.36264779,-71.10006094,2760,2001,1
1,1691,182,42.36769018,-71.07116282,74,42.373268,-71.118579,3107,2000,1
1,548,80,42.36213123,-71.09115601,84,42.366981,-71.076472,2461,1992,2
1,1137,61,42.348762,-71.082383,43,42.357143,-71.050699,4022,1968,1
1,917,374,42.35668335,-71.06166646,52,42.348717,-71.085954,3732,1992,2
1,411,41,42.352261,-71.123831,10,42.350406,-71.108279,2122,1999,1
1,365,61,42.348762,-71.082383,53,42.35082681,-71.08981088,4713,1988,1
0,1227,55,42.347265,-71.088088,8,42.353334,-71.137313,5606,1969,0
0,389,46,42.34366582,-71.08582377,51,42.33509899,-71.07903779,4155,1995,2
1,814,318,42.3636929,-71.0875672,171,42.37408991,-71.06905997,5732,1974,1
0,855,53,42.35082681,-71.08981088,84,42.366981,-71.076472,3463,1998,1
1,635,105,42.3572185,-71.11387163,381,42.37438409,-71.10015746,5926,1974,1
1,1068,128,42.320561,-71.06198,16,42.34807412,-71.07657015,4038,1993,1
1,766,6,42.36121165,-71.0653062,85,42.378338,-71.048927,5020,1995,1
1,835,70,42.3722168,-71.12188071,107,42.3625,-71.08822,6136,1995,1
1,961,115,42.387995,-71.119084,107,42.3625,-71.08822,4403,1987,1
1,214,151,42.358155,-71.052163,22,42.352175,-71.055547,5001,1982,1
1,845,328,42.39638681,-71.12011306,89,42.379011,-71.119945,4539,1988,2
0,1763,182,42.36769018,-71.07116282,74,42.373268,-71.118579,5811,2000,1
1,703,145,42.392766,-71.129042,74,42.373268,-71.118579,3644,1995,1
1,445,190,42.365673,-71.064263,64,42.3510045,-71.04930013,3285,1983,1
1,149,178,42.3595732,-71.10129476,177,42.36264779,-71.10006094,3025,1995,1
1,493,6,42.36121165,-71.0653062,107,42.3625,-71.08822,5425,1996,1
1,1090,107,42.3625,-71.08822,280,42.380857,-71.070629,4441,1988,1
1,440,9,42.35169202,-71.11903489,66,42.34922469,-71.13275303,3494,1993,1
1,980,61,42.348762,-71.082383,68,42.36507,-71.1031,3273,1993,1
1,1038,177,42.36264779,-71.10006094,412,42.34303291,-71.0668873,5521,1997,1
1,333,59,42.351356,-71.059367,4,42.345392,-71.069616,2457,1990,1
1,588,82,42.3382668,-71.13894682,14,42.33741748,-71.10286117,3188,1989,1
1,159,53,42.35082681,-71.08981088,361,42.34924377,-71.0972821,5914,1967,1
1,497,95,42.372969,-71.094445,107,42.3625,-71.08822,4961,1990,1
0,1120,23,42.35892,-71.057629,95,42.372969,-71.094445,3685,1969,0
1,340,409,42.38952436,-71.1169414,100,42.396969,-71.123024,5546,1986,1
1,1317,357,42.3121203,-71.1142981,443,42.33286288,-71.09218862,5868,1993,1
1,426,342,42.34465063,-71.09732501,46,42.34366582,-71.08582377,2806,1983,1
1,995,131,42.32293117,-71.10014141,55,42.347265,-71.088088,2843,2001,1
1,387,55,42.347265,-71.088088,67,42.3581,-71.093198,2059,1999,1
1,1702,22,42.352175,-71.055547,35,42.35533502,-71.05822917,6102,1979,1
1,1157,39,42.3385146,-71.07404083,24,42.35148193,-71.04436085,4110,1983,1
1,981,378,42.38032335,-71.10878613,143,42.369885,-71.069957,2057,1987,1
0,1159,10,42.350406,-71.108279,106,42.325333,-71.075354,2829,1995,1
1,1059,16,42.34807412,-71.07657015,189,42.36242784,-71.08495474,4479,1984,1
1,1481,60,42.36079297,-71.07118962,70,42.3722168,-71.12188071,5636,1988,1
1,390,364,42.3388956,-71.08149976,27,42.331184,-71.095171,3889,1997,1
1,1020,282,42.316966,-71.104374,342,42.34465063,-71.09732501,3262,1998,1
1,599,75,42.36346469,-71.10057324,96,42.373379,-71.111075,3934,1995,2
1,1283,372,42.34958942,-71.07946779,372,42.34958942,-71.07946779,5495,1944,1
1,444,80,42.36213123,-71.09115601,76,42.366426,-71.105495,5828,1989,1
1,243,318,42.3636929,-71.0875672,141,42.36356016,-71.08216792,3757,1985,1
1,434,352,42.34827839,-71.08044855,384,42.35155308,-71.07569031,3213,1955,1
1,437,189,42.36242784,-71.08495474,178,42.3595732,-71.10129476,2413,1993,1
1,276,67,42.3581,-71.093198,55,42.347265,-71.088088,5411,1994,1
1,318,189,42.36242784,-71.08495474,413,42.36955298,-71.08579015,2921,1986,1
1,1028,67,42.3581,-71.093198,3,42.34011512,-71.10061884,2017,1988,1
1,233,184,42.35775309,-71.10393405,380,42.36135838,-71.09670274,3819,1976,1
1,862,105,42.3572185,-71.11387163,52,42.348717,-71.085954,5254,1988,1
1,611,25,42.341332,-71.076847,22,42.352175,-71.055547,3438,1993,1
1,344,178,42.3595732,-71.10129476,189,42.36242784,-71.08495474,4087,1992,1
1,181,55,42.347265,-71.088088,404,42.34135616,-71.08336953,3029,1993,1
1,783,190,42.365673,-71.064263,50,42.35114198,-71.07329249,3533,1974,1
1,427,107,42.3625,-71.08822,68,42.36507,-71.1031,6161,1988,2
1,291,105,42.3572185,-71.11387163,184,42.35775309,-71.10393405,5638,1994,1
1,484,333,42.37500235,-71.14871614,70,42.3722168,-71.12188071,5589,1981,1
1,789,178,42.3595732,-71.10129476,90,42.370677,-71.076529,2511,1993,1
1,1774,416,42.36435589,-71.06959369,329,42.380998,-71.08721308,2901,1962,1
1,892,122,42.345733,-71.100694,50,42.35114198,-71.07329249,4801,1992,2
1,308,357,42.3121203,-71.1142981,125,42.32176526,-71.10984161,4492,1993,2
0,418,74,42.373268,-71.118579,104,42.380287,-71.125107,5258,1982,1
0,2149,333,42.37500235,-71.14871614,371,42.38078817,-71.15412891,5370,1996,1
1,761,144,42.36575798,-71.07699394,76,42.366426,-71.105495,5771,1991,1
1,1152,12,42.33624445,-71.08798563,190,42.365673,-71.064263,5080,1968,2
1,831,79,42.37842,-71.105668,380,42.36135838,-71.09670274,5766,1992,1
1,775,79,42.37842,-71.105668,90,42.370677,-71.076529,4676,1994,2
1,329,84,42.366981,-71.076472,141,42.36356016,-71.08216792,2463,1982,1
1,432,107,42.3625,-71.08822,95,42.372969,-71.094445,4984,1989,1
1,193,379,42.34254914,-71.07421449,13,42.33639915,-71.07306711,5059,1993,1
1,1733,90,42.370677,-71.076529,131,42.32293117,-71.10014141,4145,1988,1
1,1751,11,42.338629,-71.1065,99,42.38567579,-71.11412136,5308,1993,1
1,732,426,42.3529457,-71.05656401,4,42.345392,-71.069616,3555,1974,2
1,909,91,42.366277,-71.09169,115,42.387995,-71.119084,3599,1985,1
1,494,5,42.341814,-71.090179,52,42.348717,-71.085954,3173,1992,2
1,391,184,42.35775309,-71.10393405,76,42.366426,-71.105495,5706,1956,1
1,584,228,42.36161932,-71.08043551,415,42.34954403,-71.07242074,4943,1993,1
1,584,52,42.348717,-71.085954,80,42.36213123,-71.09115601,5696,1999,1
0,1452,60,42.36079297,-71.07118962,110,42.376369,-71.114025,2652,1969,0
1,572,374,42.35668335,-71.06166646,31,42.34881026,-71.04167744,2579,1990,1
1,313,189,42.36242784,-71.08495474,380,42.36135838,-71.09670274,3237,1989,1
0,898,74,42.373268,-71.118579,156,42.39678589,-71.10237297,3211,1969,0
1,548,141,42.36356016,-71.08216792,190,42.365673,-71.064263,2541,1984,0
0,281,370,42.35096144,-71.07782811,55,42.347265,-71.088088,6142,1999,1
1,700,361,42.34924377,-71.0972821,58,42.35553628,-71.0728687,3229,1998,1
1,264,143,42.369885,-71.069957,171,42.37408991,-71.06905997,5403,1982,1
1,404,338,42.34835863,-71.13997217,41,42.352261,-71.123831,3225,1993,2
1,1129,24,42.35148193,-71.04436085,21,42.34652004,-71.08065777,2212,1995,2
1,563,369,42.36254854,-71.05737358,345,42.35182807,-71.06781138,6076,1978,1
1,413,374,42.35668335,-71.06166646,43,42.357143,-71.050699,4348,1968,1
1,725,79,42.37842,-71.105668,107,42.3625,-71.08822,1585,1993,2
1,376,446,42.34960945,-71.10391524,55,42.347265,-71.088088,4675,2000,1
1,815,371,42.38078817,-71.15412891,73,42.373231,-71.120886,2121,1952,1
1,398,50,42.35114198,-71.07329249,420,42.3587253,-71.07079532,5630,1991,1
1,898,385,42.33664795,-71.0689446,22,42.352175,-71.055547,3805,1995,1
0,1159,370,42.35096144,-71.07782811,330,42.38100143,-71.10402523,4402,1997,1
1,1837,60,42.36079297,-71.07118962,420,42.3587253,-71.07079532,3830,1977,1
1,804,21,42.34652004,-71.08065777,221,42.37250865,-71.11305356,3275,1994,1
0,271,142,42.396105,-71.139459,414,42.39790817,-71.14797131,6040,1988,2
1,907,6,42.36121165,-71.0653062,53,42.35082681,-71.08981088,4092,1995,1
0,170,99,42.38567579,-71.11412136,115,42.387995,-71.119084,3491,1993,1
1,345,105,42.3572185,-71.11387163,178,42.3595732,-71.10129476,5719,1995,2
1,415,163,42.344792,-71.044024,22,42.352175,-71.055547,5491,1999,1
1,274,67,42.3581,-71.093198,107,42.3625,-71.08822,3514,1999,2
1,441,385,42.33664795,-71.0689446,16,42.34807412,-71.07657015,5861,1973,1
1,770,91,42.366277,-71.09169,72,42.36224179,-71.08311072,4985,1979,1
1,671,27,42.331184,-71.095171,279,42.306539,-71.107669,3367,1996,2
1,2011,24,42.35148193,-71.04436085,78,42.37967148,-71.0954931,4846,1988,1
1,239,48,42.35585436,-71.05459746,157,42.35317809,-71.04817357,3045,1984,1
1,883,184,42.35775309,-71.10393405,379,42.34254914,-71.07421449,5771,1972,1
1,2019,372,42.34958942,-71.07946779,171,42.37408991,-71.06905997,3453,1994,2
1,1421,381,42.37438409,-71.10015746,59,42.351356,-71.059367,5054,1994,1
1,246,11,42.338629,-71.1065,400,42.34734473,-71.10016808,3777,1960,1
1,175,68,42.36507,-71.1031,380,42.36135838,-71.09670274,2589,1997,1
0,982,437,42.37207658,-71.08995434,221,42.37250865,-71.11305356,2978,1969,0
0,251,5,42.341814,-71.090179,55,42.347265,-71.088088,2945,2000,1
1,354,318,42.3636929,-71.0875672,75,42.36346469,-71.10057324,3739,1969,0
1,1282,225,42.37119728,-71.09759867,51,42.33509899,-71.07903779,4134,1988,2
1,370,139,42.36178044,-71.10809952,67,42.3581,-71.093198,3536,1997,1
0,385,122,42.345733,-71.100694,5,42.341814,-71.090179,3081,2000,1
0,760,406,42.39189812,-71.09745376,112,42.406302,-71.132446,4124,1969,0
1,748,337,42.287072,-71.127754,282,42.316966,-71.104374,4426,1977,1
1,347,76,42.366426,-71.105495,97,42.36919032,-71.11714125,3413,1956,1
1,184,70,42.3722168,-71.12188071,97,42.36919032,-71.11714125,3966,1992,1
1,1216,354,42.34286835,-71.14127841,384,42.35155308,-71.07569031,5484,1991,2
1,660,61,42.348762,-71.082383,192,42.354659,-71.053181,5100,1994,1
1,1172,122,42.345733,-71.100694,403,42.33978053,-71.1213335,3841,1970,1
1,486,161,42.3391085,-71.0514432,7,42.35339051,-71.0445714,4804,1990,1
1,498,179,42.35560121,-71.10394478,72,42.36224179,-71.08311072,3286,1991,1
1,360,361,42.34924377,-71.0972821,67,42.3581,-71.093198,4100,1998,1
0,1509,19,42.347241,-71.105301,115,42.387995,-71.119084,3580,1992,1
1,812,178,42.3595732,-71.10129476,404,42.34135616,-71.08336953,3945,1991,2
1,624,361,42.34924377,-71.0972821,9,42.35169202,-71.11903489,4783,1992,1
1,196,361,42.34924377,-71.0972821,446,42.34960945,-71.10391524,2016,1991,2
0,1247,224,42.38267828,-71.14347895,70,42.3722168,-71.12188071,5627,1996,0
1,309,20,42.35991176,-71.05142981,35,42.35533502,-71.05822917,3815,1978,1
1,275,179,42.35560121,-71.10394478,80,42.36213123,-71.09115601,4360,1996,1
1,578,46,42.34366582,-71.08582377,359,42.3339227,-71.10446509,5773,1988,1
1,1851,11,42.338629,-71.1065,89,42.379011,-71.119945,4077,1993,2
0,228,161,42.3391085,-71.0514432,121,42.33595898,-71.046229,5907,1981,2
1,402,335,42.36599433,-71.09522222,398,42.36550729,-71.0801376,4351,1992,1
1,347,141,42.36356016,-71.08216792,84,42.366981,-71.076472,2338,1993,1
1,799,380,42.36135838,-71.09670274,70,42.3722168,-71.12188071,4500,1995,1
1,1723,37,42.35732922,-71.1467354,404,42.34135616,-71.08336953,5411,1983,1
1,838,354,42.34286835,-71.14127841,359,42.3339227,-71.10446509,3479,1995,1
0,441,97,42.36919032,-71.11714125,68,42.36507,-71.1031,4138,1986,1
1,365,22,42.352175,-71.055547,157,42.35317809,-71.04817357,4368,1986,1
1,362,52,42.348717,-71.085954,342,42.34465063,-71.09732501,6119,1998,2
1,1582,221,42.37250865,-71.11305356,54,42.354979,-71.063348,3024,1978,1
1,848,185,42.36544486,-71.08277142,195,42.37150494,-71.07249312,6108,1992,1
1,1027,296,42.3334,-71.02495,47,42.362811,-71.056067,5774,1988,1
1,978,380,42.36135838,-71.09670274,195,42.37150494,-71.07249312,4777,1973,1
1,821,11,42.338629,-71.1065,193,42.33376473,-71.12046447,4802,1980,2
1,830,41,42.352261,-71.123831,74,42.373268,-71.118579,4105,1998,1
1,311,90,42.370677,-71.076529,109,42.36590788,-71.06446669,3111,1970,1
1,997,417,42.34474225,-71.07648162,206,42.35980252,-71.05960783,3307,1975,1
1,691,227,42.349496,-71.10057592,68,42.36507,-71.1031,5749,1999,1
0,484,80,42.36213123,-71.09115601,420,42.3587253,-71.07079532,3700,1987,1
1,422,67,42.3581,-71.093198,227,42.349496,-71.10057592,4538,2001,1
0,594,76,42.366426,-71.105495,79,42.37842,-71.105668,3583,1989,1
1,358,226,42.35154735,-71.12126246,227,42.349496,-71.10057592,4747,1992,1
1,933,178,42.3595732,-71.10129476,332,42.34953017,-71.13022771,4420,1993,1
1,435,358,42.38042947,-71.06055722,98,42.371848,-71.060292,3718,1992,1
1,399,108,42.377945,-71.116865,104,42.380287,-71.125107,4109,1995,1
1,1034,50,42.35114198,-71.07329249,143,42.369885,-71.069957,3326,1985,1
1,485,386,42.36860524,-71.09930186,185,42.36544486,-71.08277142,2364,1989,1
1,593,107,42.3625,-71.08822,178,42.3595732,-71.10129476,3025,1989,2
1,468,80,42.36213123,-71.09115601,76,42.366426,-71.105495,2491,1995,1
1,795,69,42.341598,-71.123338,29,42.363732,-71.124565,3549,1989,1
1,246,178,42.3595732,-71.10129476,67,42.3581,-71.093198,5327,1995,2
1,272,446,42.34960945,-71.10391524,10,42.350406,-71.108279,5527,1998,1
1,1547,23,42.35892,-71.057629,89,42.379011,-71.119945,5855,1987,1
0,325,91,42.366277,-71.09169,72,42.36224179,-71.08311072,3560,1982,1
1,321,413,42.36955298,-71.08579015,91,42.366277,-71.09169,3599,1994,2
1,594,437,42.37207658,-71.08995434,76,42.366426,-71.105495,4950,1980,1
0,829,35,42.35533502,-71.05822917,35,42.35533502,-71.05822917,2194,1985,1
1,412,13,42.33639915,-71.07306711,363,42.34521562,-71.06384031,4850,1984,1
1,989,27,42.331184,-71.095171,273,42.300923,-71.114249,4464,1975,1
1,813,73,42.373231,-71.120886,53,42.35082681,-71.08981088,5518,1988,2
1,2259,443,42.33286288,-71.09218862,6,42.36121165,-71.0653062,5868,1993,1
1,231,364,42.3388956,-71.08149976,12,42.33624445,-71.08798563,1258,1997,2
0,743,47,42.362811,-71.056067,129,42.377022,-71.056605,4720,1993,1
1,1998,170,42.303469,-71.085347,57,42.34054262,-71.08138848,4484,1994,1
1,1227,52,42.348717,-71.085954,161,42.3391085,-71.0514432,2227,1990,0
1,236,104,42.380287,-71.125107,70,42.3722168,-71.12188071,2397,1992,1
0,689,52,42.348717,-71.085954,189,42.36242784,-71.08495474,5278,1979,1
1,136,363,42.34521562,-71.06384031,399,42.34854543,-71.06559185,5629,1991,1
1,497,4,42.345392,-71.069616,35,42.35533502,-71.05822917,3787,1972,1
0,924,221,42.37250865,-71.11305356,149,42.363796,-71.129164,1126,1969,0
1,834,81,42.352409,-71.062679,16,42.34807412,-71.07657015,2900,1993,2
