material_id	avg_cost	ctr	cvr	ecpm	deep_convert_rate	pay_rate	first_day_roi	valid_play_rate	finish_play_rate	label_ids	v_resolution_id	duration	r_frame_rate	display_type	path
151	188.405036496	0.0029	0.0759	0.0002	0.0000	0.1188	0.061096822	0.0029	0.1438		4	31	25	vertical	video/20191123/426e67852407aede227a4e0623f1704a.mp4
186	311.668022727	0.0011	0.0131	0.0000	0.0000	0.1532	0.119882804	0.3227	0.0085		4	44	25	vertical	video/20191123/2e6907903c982e14dd1110a9e8328314.mp4
188	119.489500000	0.0002	0.0000	0.0000	0.0000	0.1400	0.140179681	0.2294	0.0020		2	44	25	horizontal	video/20191123/967223eb5e27688695898ac5c011c86b.mp4
401	288.650000000	0.0070	0.0000	0.0000	0.0000			0.0477	0.0262		4	30	25	vertical	video/20191126/277b2777c1a97662a23f756a1b815b19.mp4
534	50.199159217	0.0081	0.0070	0.0001	0.0000	0.1835	0.131097925	0.0507	0.0706		2	20	60	horizontal	video/20191127/655105ab3af95ab23b75a6e6e0fa8d2f.mp4
660	55.567500000	0.0043	0.0000	0.0000	0.0000	0.0667	0.026994196	0.1185	0.0129		2	26	25	horizontal	video/20191127/0a1148b27fb387d13e01d9ae13cfed5b.mp4
924	162.830000000	0.0063	0.0625	0.0004	0.0000	0.3333	0.036848247	0.0285	0.0106		4	36	25	vertical	video/20191127/3170ad9381d5c766c9cddc1d4e5d7d5e.mp4
959	9.137333333	0.0112	0.0288	0.0003	0.0000	0.0552	0.423172333	0.0376	0.0197		4	36	25	vertical	video/20191127/814be4f783545042ad5580cf1fce7678.mp4
1257	13.792222222	0.0216	0.0131	0.0003			0.000000000				4	26	25	vertical	video/20191128/736d6455cdcb0194f6ab56cd1797ca9b.mp4
1258	177.415903614	0.0057	0.2732	0.0016		0.0646	0.099283421				2	26	25	horizontal	video/20191128/672005ca64522d88b8228c5934c43494.mp4
1348	147.620000000	0.0026	0.0000	0.0000	0.0000		0.000000000	0.1605	0.0795		4	30	25	vertical	video/20191128/ee55897f1a0da817d23e127f6c972ffa.mp4
1504	248.795000000	0.0067	0.0000	0.0000	0.0000	0.0000	0.000000000	0.0705	0.0552		4	31	30	vertical	video/20191129/33f3bf4264deeec963731a9b95930545.mp4
1536	28.023888888	0.0057	0.1111	0.0006	0.0000	0.9167	0.888131158	0.0512	0.0180		4	37	25	vertical	video/20191129/b98c8a6ef2b25ddf95231bb48e73c53e.mp4
1549	352.525000000	0.0076	0.0714	0.0005	0.0000	0.3750	0.000000000	0.1265	0.0651		4	43	30	vertical	video/20191129/34a466a1ff6d8b01e401102d8dd2928c.mp4
1550	88.476666666	0.0103	0.0055	0.0001	0.0000	0.0435	0.011302415	0.0931	0.1050		4	43	25	vertical	video/20191129/f8c84165e5c974e1380d5b113ea1cad5.mp4
1765	67.854400000	0.0014	0.0000	0.0000	0.0000	0.0455	0.017684925	0.1485	0.0008		4	19	25	vertical	video/20191202/38e1f2c60da08b473f49a316472d5047.mp4
1772	9.788375000	0.0026	0.0000	0.0000	0.0000	0.0667	0.051081002	0.1125	0.0139		2	15	25	horizontal	video/20191202/0aa91ef3917a6264b301da507face375.mp4
1976	191.716589147	0.0229	0.0111	0.0003	0.0000	0.0844	0.115723144	0.0972	0.0496		2	51	25	horizontal	video/20191203/7bc089379ce9815e108e3fb3ab2f30ef.mp4
1982	104.533333333	0.0039	0.0000	0.0000	0.0000	0.0000	0.000000000	0.0544	0.0124		4	45	25	vertical	video/20191203/21f20734d27d2f3d66313beb77633681.mp4
2027	650.541666666	0.0086	0.0085	0.0001	0.0000	0.2442	0.093768014	0.0240	0.0229		4	22	25	vertical	video/20191204/1c831d00d28f937bc95094c45bfa79c9.mp4
2066	55.992500000	0.0183	0.0000	0.0000	0.0000	0.0421	0.000000000	0.0847	0.0675		2	27	25	horizontal	video/20191204/88be4f0575ff1718479f7d638e73eae7.mp4
2070	196.232500000	0.0094	0.0278	0.0003	0.0000	0.0769	0.007643994	0.0595	0.0327		4	37	25	vertical	video/20191204/5514cdfc3e1f3a2c14f0353388db8253.mp4
2090	19.126885245	0.0057	0.0000	0.0000	0.0000	0.0157	0.000000000	0.0514	0.0281		4	15	25	vertical	video/20191204/a2ed8e24880a51a22466d2983ac3b543.mp4
2154	34.952000000	0.0108	0.0526	0.0006	0.0000	0.2000	0.068665599	0.0363	0.0393	195,257,201,244,205,207,209,211,213,259,306,300,265,270,322,665	2	14	30	horizontal	video/20191204/e0ceb483439ec9298fcff169572c901c.mp4
2186	219.083333333	0.0225	0.0331	0.0007	0.0000	0.0632	0.009128946	0.1270	0.0750		2	41	25	horizontal	video/20191204/e219d3bd70ad738b668e7f44aa935d69.mp4
2197	51.835000000	0.0187	0.0000	0.0000	0.0000	0.0169	0.024114980	0.0933	0.0355		4	43	25	vertical	video/20191204/4dbe08445fc53b746cac5b5268bb4761.mp4
2299	42.585333333	0.0038	0.0000	0.0000	0.0000	0.0000	0.000000000	0.0943	0.0301		4	15	25	vertical	video/20191205/487512f096a3a2f3d9532d838de3dced.mp4
2325	477.715000000	0.0087	0.0167	0.0001	0.0000	0.1667	0.006279895	0.0589	0.0248		4	46	25	vertical	video/20191205/d60d2aac707aff63f4a9b9c2cb0e98bd.mp4
2327	313.520000000	0.0022	0.0000	0.0000	0.0000	0.0000	0.000000000	0.0295	0.0134		4	30	25	vertical	video/20191205/1427a177b38f41d5883d0b7b40112bc0.mp4
2387	404.296790816	0.0088	0.0409	0.0004	0.0002	0.1087	0.305384532	0.0777	0.0574		4	31	30	vertical	video/20191205/157e31263db99941e70a252c234e6e14.mp4
2444	14.813375000	0.0107	0.0000	0.0000	0.0000	0.0000	0.000000000	0.0401	0.0423		2	30	25	horizontal	video/20191205/484b3707eb49bec6ea8ae269307ee9eb.mp4
2587	189.007500000	0.0111	0.0250	0.0003	0.0000	0.0833	0.145496872	0.0466	0.0157		4	35	30	vertical	video/20191206/9c151ab316d068435fb218737caa8717.mp4
2588	314.660000000	0.0089	0.0392	0.0003	0.0000	0.1563	0.004767050	0.0617	0.0246		4	35	30	vertical	video/20191206/957d4791a16d823507e7562b5c64ae88.mp4
2597	67.833125000	0.0072	0.0283	0.0002	0.0000	0.1220	0.202703325	0.0406	0.0168		4	35	30	vertical	video/20191206/dc04715176b81d3dfdca0ad714e03bd2.mp4
2660	838.553520000	0.0082	0.0521	0.0004	0.0000	0.1246	0.172749856	0.1404	0.0459		4	24	30	vertical	video/20191207/27ad5f1e619e55401de9ba54066e370a.mp4
2683	46.652307692	0.0054	0.0417	0.0002	0.0000	0.0286	0.000000000	0.0539	0.0397		4	30	25	vertical	video/20191207/dbc226df1dbb829af9b3bb414e4573fa.mp4
2690	197.220000000	0.0066	0.0526	0.0003	0.0000	1.0000	0.015211439	0.0443	0.0192		4	35	30	vertical	video/20191207/2fe5bb25fee45daa1e9b475073850516.mp4
2780	131.365000000	0.0081	0.0161	0.0001	0.0000		0.000000000				2	17	30	horizontal	video/20191209/6fc3415121bb42ac72e20d7d31c0550a.mp4
2788	106.833333333	0.0094	0.0909	0.0009	0.0000	0.5000	0.000000000	0.0616	0.0241		4	35	30	vertical	video/20191209/53ad7777bb764855f3663b5db69262ed.mp4
2815	61.326000000	0.0361	0.0000	0.0000	0.0000		0.000000000	0.0789	0.0827		2	13	24	horizontal	video/20191209/d7902fdbbce8e5b643bfbd5dc270f110.mp4
2816	70.118571428	0.0193	0.0000	0.0000	0.0000		0.000000000	0.1157	0.0664		2	28	25	horizontal	video/20191209/dbc8b7e028d928060fc68e6f5cd40958.mp4
2885	30.454000000	0.0112	0.0385	0.0004	0.0000	0.0714	0.039403691	0.0739	0.0623		4	25	25	vertical	video/20191209/ac9e11414a143a0ae4389944f000a1a3.mp4
2899	163.600000000	0.0144	0.0000	0.0000	0.0000		0.000000000	0.0906	0.0457		4	25	25	vertical	video/20191209/82994b3bfbdf3f2613e77c5b15e30103.mp4
2925	184.602000000	0.0109	0.0278	0.0003	0.0000	0.1143	0.042253063	0.0909	0.0531		4	28	25	vertical	video/20191210/4fa2fcfaa3215f3a35584b2bc993b28d.mp4
2968	29.367428571	0.0101	0.0355	0.0004	0.0000	0.1782	0.286031172	0.0616	0.0382		4	31	30	vertical	video/20191210/a9bbb6a862757d99c63a02a7aa838e33.mp4
2969	96.442566844	0.0110	0.0450	0.0005	0.0000	0.1311	0.570343049	0.0434	0.0523		2	31	30	horizontal	video/20191210/13e8c1530ceb4322412b1753c356875d.mp4
2974	17.082666666	0.0100	0.0138	0.0001	0.0017	0.1029	0.188625247	0.0277	0.0453		4	41	30	vertical	video/20191210/4fcd71a096601ecdd750d11a8f5f9d09.mp4
3092	23.393750000	0.0105	0.0000	0.0000	0.0000		0.000000000	0.0621	0.0538		2	41	30	horizontal	video/20191211/9dbe364b8affdef759052bd14f8f2b30.mp4
3133	58.087777777	0.0279	0.0323	0.0009	0.0000	0.0217	0.005738442	0.1052	0.0472		2	32	25	horizontal	video/20191211/e64ed1743a573d2588007e8c318df464.mp4
3149	13.436428571	0.0079	0.0000	0.0000	0.0000		0.000000000	0.0390	0.0289		4	31	30	vertical	video/20191211/b879fb3992f9b4aca7b7d1cea9519289.mp4
3240	155.083333333	0.0081	0.0000	0.0000	0.0000		0.000000000	0.0291	0.0237		4	26	25	vertical	video/20191212/66fd7213585d5361b95e19015cf4ef84.mp4
3266	10.610851063	0.0115	0.0351	0.0004	0.0000	0.1080	0.304786349	0.0475	0.0261		4	29	30	vertical	video/20191212/461821a8669b1f036b42fd538bc92520.mp4
3267	3.685000000	0.0037	0.0000	0.0000	0.0000		0.000000000	0.0045	0.0087		4	29	30	vertical	video/20191212/fc9f8f437ef927f11f6355ea6d8f2b8d.mp4
3304	183.153333333	0.0094	0.0000	0.0000	0.0000	0.0000	0.000000000	0.0793	0.0479		4	34	30	vertical	video/20191212/2b18fb821d5a1e718195cf7c9773e9d1.mp4
3325	15.513725490	0.0141	0.0145	0.0002	0.0000	0.0595	0.075834176	0.0402	0.0327		2	31	30	horizontal	video/20191212/affb19d9dc878731cbddcf953e16b674.mp4
3381	127.873333333	0.0103	0.0286	0.0003	0.0000	0.2500	0.015640478	0.0496	0.0243		4	38	25	vertical	video/20191213/ae5b930637b0b33a6d25d9d4ae93247c.mp4
3425	13.021666666	0.0098	0.0000	0.0000	0.0000	0.0000	0.000000000	0.0587	0.0242		4	34	25	vertical	video/20191213/1b869b27caef6342d18169cd8e3beba7.mp4
3490	13.154782608	0.0076	0.0211	0.0002	0.0000	0.0807	0.072712850	0.0332	0.0507		4	14	30	vertical	video/20191213/98413e44f8a41ca093eec1e0a9fced05.mp4
4136	62.969095744	0.0077	0.0208	0.0002	0.0023	0.1663	0.253755008	0.0017	0.0247		4	29	25	vertical	video/20191218/858e4574b59a141e1fbd2815a8020b82.mp4
4156	129.152514124	0.0100	0.0518	0.0005	0.0007	0.1319	0.217322882	0.0812	0.0763		4	33	25	vertical	video/20191218/34aedacf31624c55094b503eb44642e8.mp4
4186	1137.930210526	0.0041	0.1040	0.0004	0.0170	0.1400	0.134852410	0.0001	0.0402		4	41	30	vertical	video/20191218/09ba4c9f00066dcb1c052f6e6c7dbf5f.mp4
4329	28.790625000	0.0138	0.0129	0.0002	0.0000	0.1277	0.065125366	0.0330	0.0227		4	33	25	vertical	video/20191219/3b8ef9d9bec77b657233979297751cc8.mp4
4629	90.816545454	0.0112	0.0432	0.0005	0.0000	0.0886	0.369175821	0.0402	0.0366		2	20	25	horizontal	video/20191221/4275245c8a312e486caae537034cc5a6.mp4
4630	166.943333333	0.0123	0.0194	0.0002	0.0000	0.2667	0.035940339	0.0303	0.0223		2	34	25	horizontal	video/20191221/a98c1cb413feff925f94af117652ee76.mp4
4709	419.615324538	0.0089	0.0414	0.0004	0.0002	0.1331	0.387312898	0.1005	0.1042		2	35	99	horizontal	video/20191221/198f4be6f6e69e0d1750eda213abc1a1.mp4
4995	121.486666666	0.0454	0.0000	0.0000	0.0000		0.000000000	0.1608	0.0696		2	34	25	horizontal	video/20191225/55bcbb798f14166c62f9de0a421841a9.mp4
5230	158.003870967	0.0233	0.0233	0.0005	0.0000	0.0406	0.027765755	0.0972	0.0405		2	44	25	horizontal	video/20191226/ea3a7215f0114aaf033efe3b538f7352.mp4
5239	275.140000000	0.0140	0.0000	0.0000	0.0000		0.000000000	0.0331	0.0261		4	26	25	vertical	video/20191226/287f888213806d68ee62ce1060213b4c.mp4
5302	19.670000000	0.0147	0.0238	0.0004	0.0000	0.0141	0.196485250	0.0562	0.0352		4	30	25	vertical	video/20191226/3e777e68b8aa29ba64c3590ea145a252.mp4
5307	39.164705882	0.0111	0.0541	0.0006	0.0000	0.2344	0.276359267	0.1055	0.1097		4	15	25	vertical	video/20191226/5ed0cb30035911a5cb89bbe698c3d2b8.mp4
5353	67.925000000	0.0051	0.0000	0.0000	0.0000		0.000000000	0.0493	0.0432		2	40	25	horizontal	video/20191227/048dbb206048a25dc1909622ad3679da.mp4
5409	153.203333333	0.0182	0.0000	0.0000	0.0000		0.000000000	0.0596	0.0573		2	29	25	horizontal	video/20191227/8bbe0a2f528fc9fc8cf08f8e835255bc.mp4
5470	1.332500000	0.0022	0.0000	0.0000			0.000000000				4	37	25	vertical	video/20191227/a6f5319ec3992991998680076e8d9c3d.mp4
5476	157.220080000	0.0227	0.0186	0.0004	0.0000	0.0767	0.126803141	0.1738	0.0805		4	38	25	vertical	video/20191227/9854dfb80f8ac74c9e52153e527374cb.mp4
5768	159.945581081	0.0079	0.0694	0.0006	0.0000	0.0967	0.236482459	0.1467	0.0201		2	25	30	horizontal	video/20191231/8d2bc9134fbc0af9b7a715c1b82024b3.mp4
5928	60.490454545	0.0080	0.0172	0.0001	0.0000	0.1667	0.009017200	0.0305	0.0375		2	22	25	horizontal	video/20200103/50afe6d1f3f280af63f1d8241b9f8f8b.mp4
6014	119.693666666	0.0156	0.0000	0.0000	0.0000	0.0345	0.181017653	0.0797	0.0730		4	28	30	vertical	video/20200103/d9d715f482bd0b9f6a88dfccb8477d6b.mp4
6130	161.850000000	0.0061	0.0000	0.0000	0.0000	0.0000	0.000000000	0.0266	0.0116		4	31	30	vertical	video/20200104/e5690e02eb740bec5c28fc1d02fe6760.mp4
6455	284.705000000	0.0066	0.0244	0.0002	0.0000	0.1111	0.021074445	0.0382	0.0154		4	38	25	vertical	video/20200108/486d56b9281690b4d42482e600f8eed8.mp4
6502	18.906000000	0.0093	0.0303	0.0003	0.0000	0.6667	0.126943827	0.0286	0.0167		4	31	30	vertical	video/20200108/2c82ade0fb0ca05ae7c9fc0c0770d525.mp4
6504	17.987272727	0.0107	0.0162	0.0002	0.0000	0.0496	0.060648944	0.0105	0.0493		4	32	30	vertical	video/20200108/89fb1e32693b798105e14195e6421de4.mp4
6506	245.532068965	0.0148	0.1205	0.0018	0.0000	0.1031	0.089601330	0.1003	0.0789		4	33	30	vertical	video/20200108/ed4fc5a19daab2deb08d247a621cbb56.mp4
6514	64.629083969	0.0101	0.0491	0.0005	0.0031	0.0961	0.188982107	0.0497	0.0500		4	31	30	vertical	video/20200108/cdbba102679110d10fd57eace09ea86d.mp4
6518	19.245000000	0.0068	0.0769	0.0005	0.0000		0.000000000	0.0021	0.0370		2	31	30	horizontal	video/20200108/714e47d0bcef2b3f0bc8a5be383fb15f.mp4
6523	45.135454545	0.0058	0.0252	0.0001	0.0000	0.1818	0.108763520				2	31	30	horizontal	video/20200108/c6f5ac36eb185c5ffc7a78f4c1a7f7f6.mp4
6604	46.010000000	0.0047	0.0000	0.0000	0.0000		0.000000000	0.0323	0.0197		4	36	25	vertical	video/20200108/2691fd3c1ff33ec2e7723a3b4148b8b1.mp4
6605	17.515384615	0.0138	0.0302	0.0004	0.0000	0.0821	0.221051091	0.0687	0.0317		4	37	25	vertical	video/20200108/248d31722eeaec470af6975a95c3cbcf.mp4
6618	30.934545454	0.0176	0.0356	0.0006	0.0000	0.0704	0.162219349	0.1052	0.0640		4	36	25	vertical	video/20200108/edde6ecb61e632131ba5443b17078a54.mp4
6623	361.600000000	0.0052	0.0000	0.0000	0.0000	0.0000	0.000000000	0.0848	0.0456		4	35	25	vertical	video/20200108/ec8ecf0a459d171842a9e9177c2ea92d.mp4
6629	182.058181818	0.0070	0.0397	0.0003	0.0000	0.2143	0.108856310	0.0966	0.0648		4	35	25	vertical	video/20200108/b1c37f89a87b3e1f31bd7cc1c04485b0.mp4
6910	168.015094339	0.0175	0.0201	0.0004	0.0000	0.1283	0.160138352	0.1253	0.0352		2	40	25	horizontal	video/20200110/216bd837cdedc96c44ec6f5d414cc8cb.mp4
6961	95.288000000	0.0048	0.0500	0.0002	0.0000	0.0556	0.000000000	0.0348	0.0197		4	27	25	vertical	video/20200110/ff3c392adec0e633bde0f7e87a9922da.mp4
7094	131.980000000	0.0088	0.0090	0.0001	0.0000		0.000000000	0.0024	0.0756		2	49	60	horizontal	video/20200113/3bad90bdb2088c2973d1e3dff5d80490.mp4
7099	212.150000000	0.0076	0.0000	0.0000	0.0000		0.000000000	0.0740	0.0341	195,199,201,241,205,231,209,221,216,315,306,300,265,268,330	4	37	30	vertical	video/20200113/084707c6cc948965fa4ef948424f6baa.mp4
7104	98.246500000	0.0074	0.0316	0.0002	0.0000	0.2346	0.003392827	0.1593	0.0913		4	36	25	vertical	video/20200113/d33a5b8da5c89c53a1db8dfd45f22f9a.mp4
7344	68.782692307	0.0116	0.0120	0.0001	0.0000	0.0608	0.204657925	0.0569	0.0948		2	35	25	horizontal	video/20200114/3801eb8656c9500e106ecb3ee4f12e7f.mp4
7460	31.266666666	0.0082	0.0069	0.0001	0.0000			0.0000	0.0000		2	34	25	horizontal	video/20200115/ce92a1973634745cc7b2c253b03465d7.mp4
7971	29.408434782	0.0050	0.0395	0.0002	0.0000	0.0597	0.000000000	0.0024	0.0256	195,199,201,241,205,232,209,211,216,259,306,296,265,270,330,343,342	4	49	30	vertical	video/20200118/8dd0f1fe90b8febeba5a72a3c4cf314d.mp4
8003	70.227333333	0.0061	0.0185	0.0001	0.0000	0.0169	0.000000000	0.0456	0.0415		2	15	25	horizontal	video/20200118/32208cec72342fcd9d14582c93295608.mp4
8004	89.822000000	0.0086	0.0201	0.0002	0.0000	0.0444	0.021328733	0.0813	0.0785		4	15	25	vertical	video/20200118/fee7aff2e9d2a585d58bd7ca9adb29a7.mp4
8043	44.317500000	0.0102	0.0148	0.0002	0.0000	0.1143	0.118463361	0.0282	0.0573		4	15	25	vertical	video/20200118/1aca1cf890e88f490a96900565c3388e.mp4
8050	98.174622516	0.0085	0.0480	0.0004	0.0000	0.1427	0.305847777	0.0632	0.0492		4	15	25	vertical	video/20200118/9376f5560865be10c09f86c1e38d995c.mp4
8094	101.893333333	0.0054	0.0476	0.0003	0.0000	0.0500	0.019628370	0.0359	0.0208		4	30	25	vertical	video/20200118/b45ac6d9b0f0187b091592eb2fb563e2.mp4
8138	81.107758620	0.0122	0.0408	0.0005	0.0000	0.1872	0.160705745	0.1183	0.0726	195,257,201,203,205,207,209,211,667,259,306,300,265,270,330,337	4	32	30	vertical	video/20200118/39ea1971ea98283af1271eaa89fa36fe.mp4
8140	425.479316498	0.0059	0.0194	0.0001	0.0000	0.0651	0.063766468	0.0532	0.0329	195,257,201,203,205,207,209,211,667,259,306,300,265,270,330,337	4	31	30	vertical	video/20200118/6d49d49088aa527bca1ff8e3fc84efeb.mp4
8173	144.964678899	0.0136	0.0260	0.0004	0.0000	0.0530	0.045566304	0.0987	0.0831	195,257,201,203,205,207,209,667,259,306,300,265,270,330,337,223	4	15	30	vertical	video/20200118/53254aeb755e1053239ec12aff95df45.mp4
8192	168.105000000	0.0061	0.0000	0.0000	0.0000		0.000000000	0.0337	0.0267		4	22	25	vertical	video/20200118/1e30a4e3606bfc5ed2bd93083a946cf5.mp4
8199	133.445000000	0.0097	0.0155	0.0001	0.0000	0.1667	0.018734310	0.0001	0.1250		2	23	25	horizontal	video/20200118/eaef935af20f28273d81f496645cd362.mp4
8283	246.803636363	0.0102	0.0164	0.0002	0.0000	0.0236	0.002210075	0.0586	0.0554	698,199,665,205,207,209,211,213,259,306,302,265,270,322,201	2	15	24	horizontal	video/20200119/4f3db8a897e922dbb1889e8bd6a51911.mp4
8367	24.672328767	0.0107	0.0010	0.0000	0.0000	0.0113	0.003331335	0.0925	0.0656		4	44	25	vertical	video/20200119/a8a37b1ff2ca3c1524d606b5b6167205.mp4
8396	166.689333333	0.0084	0.0447	0.0004	0.0000		0.000000000				6	29	25	horizontal	video/20200119/3e55eea22deecca7c11c01660eb4847b.mp4
8576	278.190392156	0.0058	0.1669	0.0010	0.0000	0.0675	0.029321152	0.0061	0.0203		4	41	25	vertical	video/20200120/db593c4f53474f847afe466587acca83.mp4
8874	27.771428571	0.0080	0.0000	0.0000	0.0000			0.0542	0.0413		2	36	25	horizontal	video/20200121/8a395ef1ab700e63ed951b16f26db0cb.mp4
8920	119.691627906	0.0068	0.0441	0.0003	0.0000	0.0816	0.020595561	0.1103	0.0682		4	24	30	vertical	video/20200121/ccc2b18a3a40f93a627263bca3fee4cc.mp4
9331	3.248000000	0.0076	0.0714	0.0005	0.0000	0.0174	0.000000000	0.1369	0.0796		2	26	24	horizontal	video/20200129/82c0fc1975d864faca8d36015293af46.mp4
9780	359.582500000	0.0062	0.0000	0.0000	0.0000		0.000000000	0.0142	0.0396		2	29	25	horizontal	video/20200130/2e07ea55c75e9264ad34b54179932a1a.mp4
9802	44.118750000	0.0078	0.1014	0.0008	0.0000	0.1128	0.059498513	0.0650	0.0375	698,257,674,201,205,244,207,209,211,213,259,306,300,265,270,337,330	4	22	24	vertical	video/20200130/e22281cd8cb348849d8bc336471b66bb.mp4
9838	193.192727272	0.0154	0.0283	0.0004	0.0000	0.0326	0.082254179	0.0810	0.0627		2	20	25	horizontal	video/20200130/0f7c3a5235f4d63e7183d67f4f926b33.mp4
9923	328.291923076	0.0149	0.0276	0.0004	0.0000	0.0457	0.036552833	0.1775	0.0626		4	57	25	vertical	video/20200130/1b8b9628388461648c5f1d94f07cfbfe.mp4
9937	85.973248407	0.0078	0.0578	0.0005	0.0022	0.1482	0.156173599	0.0252	0.0368		4	20	25	vertical	video/20200130/f46912294210b6d59a2a1f420d7412f0.mp4
9956	149.200000000	0.0052	0.0303	0.0002	0.0000		0.000000000				2	20	25	horizontal	video/20200130/2f0abf63f0cc47eb3a2e76313ee62872.mp4
10918	25.351666666	0.0096	0.0000	0.0000	0.0000	0.0000	0.000000000	0.0470	0.0339		4	21	30	vertical	video/20200202/81ba69f8ec60b688adfe5dbf2588b1a2.mp4
11510	79.981163461	0.0060	0.0172	0.0001	0.0000	0.0863	0.012502944	0.0302	0.0665		4	16	25	vertical	video/20200205/81dec00d155f6f4ead49fecdc88d3359.mp4
12368	65.047500000	0.0039	0.0588	0.0002	0.0000		0.000000000				6	30	25	horizontal	video/20200209/f4933b046c4eea801cb304458d9ad1b9.mp4
12418	38.320000000	0.0033	0.3333	0.0011			0.000000000				4	20	25	vertical	video/20200210/fdedcafca2bbfc97f8abdd70116fd5e2.mp4
13134	88.115714285	0.0066	0.0000	0.0000	0.0000		0.000000000	0.0515	0.0606		2	29	25	horizontal	video/20200213/33192a4236a9577e627a5c268c196320.mp4
13591	599.710437500	0.0031	0.0582	0.0002	0.0062	0.1510	0.113252573	0.0004	0.0428		4	17	25	vertical	video/20200215/c1cd08ab294c60b2ba285d38f6d6b094.mp4
14038	5.185000000	0.0149	0.0000	0.0000							2	32	25	horizontal	video/20200219/a393ea305cf2f6455eb4e5a692da7e0f.mp4
14133	9.208000000	0.0049	0.0000	0.0000	0.0000			0.0519	0.0271		4	25	25	vertical	video/20200220/13fef0dab94d460e22d0f69995c68a1a.mp4
14343	7.240000000	0.0077	0.0000	0.0000						199,201,300,209,665,241,205,242,243,268,265,195,207,219,220,305,225,315,296,338,342	4	48	25	vertical	video/20200220/082abb896298d0727b8192acee2980f8.mp4
14483	42.760000000	0.0070	0.0112	0.0001			0.000000000			195,199,201,704,205,207,209,211,213,259,306,300,287,270,337	2	40	25	horizontal	video/20200221/471d6a834302166a691fda4a498d678f.mp4
14825	36.890600000	0.0086	0.0236	0.0002	0.0027	0.4255	0.067767941				2	32	25	horizontal	video/20200225/a23135389428dd28e788255a7060dd1e.mp4
14826	35.430972619	0.0063	0.0312	0.0002	0.0000	0.1214	0.063134162	0.0413	0.0238		4	32	25	vertical	video/20200225/df972b2a6464f47578a38292a02b42d8.mp4
15233	330.131645051	0.0059	0.0590	0.0003	0.0000	0.0802	0.171821000	0.0491	0.0321	195,674,201,203,205,207,209,225,213,259,261,300,265,270,330,337	4	23	30	vertical	video/20200227/a1b095d83f6909881751adf7256c698d.mp4
15439	152.907931034	0.0135	0.0289	0.0004	0.0000	0.0680	0.019845163	0.0907	0.0489	195,201,244,665,205,207,209,300,265,270,337,330,199,211,213,259,261	4	31	30	vertical	video/20200227/5413f9600db52f1c0c8aeb7942fd05e3.mp4
15440	81.075757575	0.0070	0.0456	0.0003	0.0000	0.0490	0.008970286	0.1116	0.0424	195,201,205,207,209,259,300,265,270,330,306,199,203,211,213,337	4	31	30	vertical	video/20200227/3dbc0591d241cd381efb710303781a81.mp4
15449	236.160968023	0.0089	0.0569	0.0005	0.0023	0.1089	0.368811315	0.0453	0.0342		2	33	25	horizontal	video/20200227/542109aeddb0edd61e99d74d38e92203.mp4
15452	39.356214511	0.0122	0.0217	0.0003	0.0000	0.1004	1.034633117	0.0509	0.0305		4	33	25	vertical	video/20200227/877e49652a13e7202f25b4feba4ea404.mp4
15453	62.366802325	0.0084	0.0250	0.0002	0.0000	0.0960	0.197630485	0.0596	0.0400		4	33	25	vertical	video/20200227/0af43401be5c89a97c7499f0943e9361.mp4
15465	28.276000000	0.0108	0.0114	0.0001	0.0000	0.0769	0.021219409	0.0334	0.0194		4	33	25	vertical	video/20200227/ab23e3ea53ef25f06dbf86d841c13363.mp4
15466	31.426875000	0.0094	0.0000	0.0000	0.0000		0.000000000	0.0713	0.0346		4	33	25	vertical	video/20200227/b13b8e9a6c41e149c5d93c8f200f6d16.mp4
15571	58.660666666	0.0110	0.0203	0.0002	0.0000	0.1014	0.068188792	0.0352	0.0155		4	41	25	vertical	video/20200228/f6fab1596e927b24b2a7c8715105f8bc.mp4
15750	1.347000000	0.0069	0.0000	0.0000	0.0000	0.2817	7.410406965	0.0068	0.0137		4	42	25	vertical	video/20200229/c890a34c47fd94b762534c282996c5ac.mp4
15751	16.880263157	0.0124	0.0072	0.0001	0.0000	0.0390	0.037415231	0.0736	0.0288		4	41	25	vertical	video/20200229/3d2fd57509936086b1c4520455f3a07f.mp4
16001	5.820000000	0.0083	0.0000	0.0000	0.0000		0.000000000	0.0021	0.0250	199,201,300,209,665,241,205,242,243,268,265,305,221,195,316,207,330,219,220,296,338	2	25	25	horizontal	video/20200229/eb6384dbf99e48747f6a2761c501cf02.mp4
16012	366.550000000	0.0044	0.0000	0.0000	0.0000		0.000000000	0.0225	0.0194		4	20	25	vertical	video/20200302/0c52ac54adf01c84c93a98ada44403ed.mp4
16017	97.666830188	0.0014	0.1521	0.0002	0.0000	0.1208	0.101925259	0.0022	0.0444		4	42	25	vertical	video/20200302/09d604f1bc81fab9196228c728271022.mp4
16092	46.908728813	0.0057	0.0062	0.0000	0.0000	0.0366	0.028905755	0.1544	0.2390	195,254,201,203,205,207,209,211,214,220,317,306,300,287,268,337	4	23	25	vertical	video/20200302/a6afed204f7fbc235a10e22bf1fee4af.mp4
16545	32.833750000	0.0047	0.0811	0.0004	0.0270	0.1250	0.022842350				2	34	30	horizontal	video/20200304/7007d5fffcbcdfc106b171cc22eeba8c.mp4
