material_id	avg_cost	ctr	cvr	ecpm	deep_convert_rate	pay_rate	first_day_roi	valid_play_rate	finish_play_rate	label_ids	v_resolution_id	duration	r_frame_rate	display_type	path
123387	59.382727272	0.0174	0.0333	0.0006	0.0000	0.0152	0.000000000	0.1305	0.0794	199,201,205,207,209,221,317,300,265,670,306,195,239,213,330	4	24	25	vertical	video/20210419/e1aa21dfceda0059a715f4037d94c83f.mp4
123406	65.390000000	0.0154	0.0162	0.0003	0.0000		0.000000000				2	25	30	horizontal	video/20210419/a848905d98d41e3409fd1167b7c71d7e.mp4
123550	29.527294117	0.0098	0.0188	0.0002		0.0000	0.000000000			356,409,410,360,362,364,366,368,370,372,468,420,455,453,440,475,697	2	22	25	horizontal	video/20210419/e4772eaf89ee129e56a2a5173a6fd4a7.mp4
123558	203.710000000	0.0186	0.0000	0.0000	0.0000	0.1250	0.008181565	0.0340	0.0286	195,201,242,205,233,231,209,214,315,305,300,265,268,337,199,665,221,220	4	38	25	vertical	video/20210419/3cbcaffb13f1a462c35d1130843faaab.mp4
123564	112.396666666	0.0234	0.0088	0.0002	0.0000	0.1538	0.510098164	0.0532	0.0240	195,254,201,242,205,231,233,209,211,315,305,300,265,268,214,337	4	48	25	vertical	video/20210419/b92498f2e09c842745de1b9996a44d74.mp4
123566	139.256666666	0.0132	0.0000	0.0000	0.0000		0.000000000	0.0387	0.0186	195,205,300,265,268,209,665,207,221,213,319,337,199,201,305	4	48	25	vertical	video/20210419/3989527931ffd41ee0307a4521db8c73.mp4
123569	22.845000000	0.0100	0.0000	0.0000	0.0000	0.1667	0.000000000	0.0661	0.0178	195,254,201,242,205,231,233,209,211,315,305,300,265,268,214,337	4	48	25	vertical	video/20210419/ff11ed9b9ee4aee25acadb4030fd459d.mp4
123674	61.055538771	0.0037	0.0816	0.0003	0.0000	0.0962	0.084102847	0.0011	0.0525		4	56	25	vertical	video/20210419/e0b97b2001e982c1b29e2fc959890f8e.mp4
123682	288.634658385	0.0129	0.0107	0.0001	0.0000	0.1634	0.034753470	0.0420	0.0266		4	56	25	vertical	video/20210419/b513eed3d88ed7061639b1a9ae4012a7.mp4
123685	409.482260869	0.0099	0.0138	0.0001	0.0000	0.1216	0.056402082	0.0546	0.0528		2	56	25	horizontal	video/20210419/b5d6a45e99c761234d7545ca439adf49.mp4
123749	124.363333333	0.0062	0.0050	0.0000	0.0000		0.000000000			352,356,360,364,366,370,372,368,428,458,358,362,470,449,491,478	2	29	25	horizontal	video/20210420/a8141c5c5a52a68c30d97afd17e3199c.mp4
123784	16.120789473	0.0126	0.0270	0.0003	0.0000	0.1330	0.195889584	0.0524	0.0260	195,199,201,665,244,205,207,209,221,214,317,305,300,265,268,701,337	4	48	25	vertical	video/20210420/05a3d7946ceec45e9d137505e1e3aaac.mp4
123799	420.183333333	0.0241	0.0250	0.0006	0.0000	0.0417	0.007933045	0.0927	0.0349	199,238,209,265,337,201,300,220,216,330,195,214,215,241,231,221,307,329,317,268	4	40	30	vertical	video/20210420/632917c6bdd4df96321308cd561d3be6.mp4
123805	21.849603603	0.0072	0.0616	0.0004	0.0224	0.1182	0.221003040	0.0248	0.0059	195,199,201,244,205,231,233,209,211,213,259,261,296,289,670,330,336,684,268	4	20	30	vertical	video/20210420/4eebd0613482ab53afc007c51c2bacb6.mp4
123807	20.272093023	0.0078	0.0000	0.0000	0.0000	0.0351	0.027532408	0.0844	0.0805	195,199,201,244,205,231,233,209,211,213,259,261,296,289,670,330,336,684,268	4	21	30	vertical	video/20210420/ff8e817457902f112825a88e6c6669ae.mp4
123809	225.227861471	0.0090	0.0272	0.0002	0.0000	0.1249	0.188130785	0.0634	0.0634	195,199,201,244,205,231,233,209,211,213,259,261,296,289,670,330,336,684,268	2	20	30	horizontal	video/20210420/5994d761a9d12482632465c7f7729b50.mp4
123811	63.070166666	0.0060	0.0567	0.0003	0.0213	0.0755	0.080157637	0.0323	0.0092	195,199,201,244,205,231,233,209,211,213,259,261,289,670,330,336,684,268,300	4	19	30	vertical	video/20210420/b5bcf955e3770cc5a5ce36eb2abb911f.mp4
123813	29.241982456	0.0086	0.1180	0.0010	0.0164	0.0555	0.014398909	0.0121	0.0511	195,199,201,244,205,231,233,209,211,213,259,261,289,670,330,336,684,268,300	2	19	30	horizontal	video/20210420/8a632856b6372fdde2a50697203916af.mp4
123819	21.630000000	0.0084	0.0000	0.0000	0.0000		0.000000000	0.0253	0.0244	195,199,201,244,205,231,233,209,211,213,259,261,289,268,670,330,336,684,300	4	21	30	vertical	video/20210420/6f98d9619ce5265a909471565c43bdba.mp4
123822	6.679019607	0.0073	0.0182	0.0001	0.0000	0.0515	0.017614420	0.0172	0.0169	195,199,201,244,205,231,233,209,211,213,259,261,296,289,670,330,336,684,268	4	19	30	vertical	video/20210420/970cd047f4a5f0ba40290defda5ccef5.mp4
123842	41.704390243	0.0065	0.0268	0.0002	0.0000	0.0505	0.109949236	0.0349	0.0308	195,199,201,244,205,231,233,209,211,213,259,261,296,289,670,330,336,684,270	4	21	30	vertical	video/20210420/914077046076275804fc4f0be43d23f5.mp4
123848	53.443283582	0.0064	0.0390	0.0002	0.0124	0.1690	0.175943251			195,199,203,205,207,209,211,214,317,306,300,265,670,330,201	4	22	25	vertical	video/20210420/e909ae909eea6283c2ae4ec6532963aa.mp4
123956	35.597184873	0.0057	0.0298	0.0002	0.0036	0.0623	0.024846172	0.0336	0.0401		4	58	25	vertical	video/20210420/ad490b08cc1d3ea158e7f450935099ef.mp4
123957	368.165000000	0.0079	0.0159	0.0001	0.0009	0.0769	0.050928252				2	58	25	horizontal	video/20210420/49ef98bcc69f2dbd0f4eee66aacb206e.mp4
124091	42.016666666	0.0051	0.0000	0.0000						195,199,201,203,205,231,209,211,217,220,259,306,300,268,242,289,337	2	36	30	horizontal	video/20210421/aed048ed9ce189b2c84bd070e8ed5326.mp4
124120	114.852666666	0.0182	0.0057	0.0001			0.000000000			352,356,360,364,366,370,372,368,471,453,428,475,397,458,455,358	2	30	25	horizontal	video/20210421/98636f13275dfc3d2e1b27fd24525f0c.mp4
124163	59.743333333	0.0050	0.0000	0.0000						195,199,201,203,205,209,211,259,307,300,265,268,328,213,231,221	4	28	25	vertical	video/20210421/af77bc284f5411e968a8d53e48d3f59e.mp4
124176	59.177500000	0.0050	0.0154	0.0001	0.0000	0.0263	0.000000000	0.0000	0.0000	195,257,201,244,205,231,209,211,220,667,259,306,300,265,270,337,330	2	33	30	horizontal	video/20210421/2e5b8be084780696cc817b87751e0256.mp4
124248	44.265806451	0.0136	0.0457	0.0006	0.0000	0.1333	0.083075847	0.0977	0.0805	195,199,201,242,205,233,231,209,211,214,215,216,315,305,300,265,268,328,329,337	2	53	25	horizontal	video/20210421/6b19392d8c23d3d57d6fa34f2d8051c1.mp4
124251	48.725714285	0.0151	0.0236	0.0004	0.0000	0.1020	0.348891756	0.0764	0.0364	195,205,233,300,265,268,337,201,209,315,305,254,242,231,211,328,216,217	4	53	25	vertical	video/20210421/0347e966be3818aaeea007d9562a9562.mp4
124286	874.160000000	0.0067	0.0075	0.0001	0.0000	0.0870	0.011439553	0.0496	0.0467		2	47	25	horizontal	video/20210421/8cc4c611b050a565e1929ed34171ef2c.mp4
124414	116.610000000	0.0107	0.0082	0.0001		0.0769	0.012863391			195,199,201,665,205,207,209,211,214,259,306,300,290,268,330	2	37	30	horizontal	video/20210422/14b758e1bcc846b9f602b4ea1a9eaa82.mp4
124430	97.398461538	0.0100	0.0313	0.0003	0.0000	0.0511	0.100301695	0.1190	0.0369	195,199,201,203,205,209,207,211,317,306,300,265,670,330,215,329	4	57	25	vertical	video/20210422/e67cb481bb2f77e33e9bd9fc47966014.mp4
124431	184.015714285	0.0068	0.0044	0.0000		0.2857	0.009315975			195,199,201,203,205,209,207,211,317,306,300,265,670,330,215,329	2	57	30	horizontal	video/20210422/8404ea0233d33de0b4135ab57a1aa15b.mp4
124600	86.683478260	0.0073	0.0076	0.0001	0.0000	0.0571	0.005015749	0.0043	0.0121	199,205,207,209,300,286,201,213,195,241,268,215,211,261,319,320,330	4	37	25	vertical	video/20210422/60628bd1a7fc8268b551d8373c3d44a3.mp4
124635	66.467777777	0.0073	0.0670	0.0005	0.0086	0.0332	0.035343537	0.0001	0.0408		2	50	25	horizontal	video/20210422/b5f59afa50c905af8056738f1dd29c31.mp4
124639	152.307808219	0.0136	0.0092	0.0001	0.0005	0.2071	0.045599799	0.0264	0.0214		4	50	25	vertical	video/20210422/9f196d0879ffc7f3fc3046d15ed595d5.mp4
124824	14.222500000	0.0125	0.0000	0.0000	0.0000		0.000000000	0.1078	0.0450	195,254,253,201,242,205,232,233,209,211,214,216,259,305,300,265,268,328,337	4	52	25	vertical	video/20210423/0445154d7cd1dd672ae070d1a4bba6c5.mp4
124829	90.366666666	0.0033	0.0000	0.0000						195,242,205,232,233,209,211,214,216,259,305,300,265,328,337,257,253,665,269,201	4	36	25	vertical	video/20210423/187d9f4bc27c91d68abe03ca884567ca.mp4
124957	471.522222222	0.0165	0.0165	0.0003	0.0000	0.0185	0.002827721	0.1598	0.0944	195,199,201,203,205,207,209,231,211,215,216,219,259,306,300,292,270,329	4	40	30	vertical	video/20210423/2deda3f8070a113e61ebc89d43c8392a.mp4
124958	121.930000000	0.0133	0.0588	0.0008	0.0000	1.0000	0.049208562	0.0632	0.0350	195,199,201,203,205,207,209,231,211,215,216,219,259,306,300,292,270,329	2	40	30	horizontal	video/20210423/a2ed433d901333635068e8e1f93c4ee1.mp4
124959	41.610000000	0.0130	0.0213	0.0003	0.0000	0.1217	0.143408150	0.0606	0.0481	195,199,201,203,205,207,209,231,211,215,216,219,259,306,300,292,270,329	4	42	30	vertical	video/20210423/b3d212cde1c11564eded32103e6ccd39.mp4
125058	12.380000000	0.0028	0.0000	0.0000	0.0000		0.000000000	0.1095	0.0703	352,356,358,360,362,364,366,382,370,372,468,420,456,438,475	4	31	25	vertical	video/20210423/dadb171299757feb0aa0c24c6555b544.mp4
125059	78.674000000	0.0155	0.0120	0.0002	0.0000		0.000000000			352,356,358,360,362,364,366,382,370,372,468,420,456,438,475	2	31	25	horizontal	video/20210423/183be77210005086448c93eb91bf36b7.mp4
125072	297.153333333	0.0036	0.0000	0.0000	0.0000		0.000000000	0.0516	0.0183		4	58	25	vertical	video/20210423/ab26b23aa5e7cff153cf368f6609a9d9.mp4
125186	207.528750000	0.0052	0.0064	0.0000		0.1579	0.001806979			352,356,358,401,362,364,388,368,370,377,468,460,452,431,478,491	4	29	25	vertical	video/20210425/1ad947f544b2284fa24678b4c9a44bd2.mp4
125347	50.836710526	0.0089	0.0302	0.0003	0.0000	0.1624	0.251579490	0.0413	0.0447	195,199,201,241,244,205,231,233,209,211,220,259,261,300,294,270,670,330,337	4	25	30	vertical	video/20210425/227546413eaacdc4ea068d2a30e712a6.mp4
125433	20.815000000	0.0010	0.0000	0.0000	0.0000					195,199,201,241,244,205,231,209,225,261,300,670,330,220,259,289,268,337,336	12	19	30	vertical	video/20210425/d5682c5f2d2b1abfec18fecafac1306e.mp4
125470	375.132222222	0.0118	0.0005	0.0000	0.0000	0.0345	0.000000000	0.0867	0.0695	356,358,360,362,364,366,368,370,468,372,420,452,424,475,697	4	34	25	vertical	video/20210426/ae94277e7108f112edc2a5b9c0a83ddb.mp4
125484	42.021874740	0.0069	0.0306	0.0002	0.0019	0.0850	0.049965738	0.0220	0.0322	195,254,201,242,243,244,241,205,233,209,221,219,216,218,259,305,300,289,268,670,330,328,329,337	4	52	25	vertical	video/20210426/b81aba50ae4a03c9159e7d1efd684877.mp4
125486	20.660980769	0.0065	0.0107	0.0001	0.0000	0.0549	0.000000000	0.0252	0.0086		4	52	25	vertical	video/20210426/1544e317f9a470e3a18bde05df73e432.mp4
125494	210.253076923	0.0054	0.0242	0.0001	0.0009	0.0485	0.069147438	0.0003		195,254,201,242,243,244,241,205,233,209,221,219,216,218,259,305,300,289,268,670,330,328,329,337	2	52	25	horizontal	video/20210426/0e5fd3f1e21b0aec5422e1f7084d0e94.mp4
125502	26.718571428	0.0049	0.0000	0.0000	0.0000	0.1429	0.000000000	0.0272	0.0238	195,199,201,203,205,207,209,211,214,259,261,300,292,270,330	4	29	30	vertical	video/20210426/4db7c7df2859c7563fb41d72760779b7.mp4
125505	12.576800000	0.0085	0.0690	0.0006	0.0000	0.0741	0.104955156	0.0808	0.0387	195,199,201,203,205,207,209,211,214,315,261,300,292,270,337,701	4	36	30	vertical	video/20210426/b02a3e98534b243387fada661c2cf4e6.mp4
125579	114.333873873	0.0079	0.0176	0.0001	0.0034	0.1537	0.068158215	0.0040	0.0546	195,199,201,665,205,207,209,221,220,315,306,300,270,337,289	4	29	30	vertical	video/20210426/83c5a4cb98c761b0267e6780464bbee5.mp4
125606	85.200769230	0.0053	0.0390	0.0002	0.0060	0.1163	0.053267847			195,199,201,665,205,207,209,221,220,315,306,300,270,337,289	2	29	30	horizontal	video/20210426/7bd4f1e3e879725ee0c2724757b582df.mp4
125608	336.794242981	0.0065	0.0340	0.0002	0.0075	0.1301	0.225559337	0.0299	0.0142	195,199,201,665,205,207,209,221,220,315,306,300,270,337,289	4	29	30	vertical	video/20210426/7f82034b752f34f728f6264e4f8606a6.mp4
125927	75.431200987	0.0070	0.0217	0.0002	0.0000	0.0890	0.064308458	0.1075	0.0479		4	59	25	vertical	video/20210427/b9ffe16eb7fb00909748f1555c8d317b.mp4
125938	16.140079365	0.0047	0.0214	0.0001	0.0000	0.1511	0.218326654			195,199,201,665,205,207,209,221,220,315,306,300,270,337,289	2	32	30	horizontal	video/20210427/982c1f2bc43c91df4817180b4d0ffae4.mp4
125940	100.425384615	0.0136	0.0131	0.0002	0.0000	0.0852	0.059745850	0.0442	0.0309	195,199,201,665,205,207,209,221,220,315,306,300,270,337,289	4	32	30	vertical	video/20210427/b331925d27019d092eb7a0891e06aa77.mp4
125941	153.250818615	0.0038	0.0503	0.0002	0.0000	0.1095	0.187838450	0.0166	0.0431	195,199,201,665,205,207,209,221,220,315,306,300,270,337,289	4	32	30	vertical	video/20210427/d783e5df8a6467ed3e8a32498f07166e.mp4
125944	109.573333333	0.0061	0.0400	0.0002	0.0160	0.2143	0.036505232			195,199,201,665,205,207,209,221,220,315,306,300,270,337,289	2	32	30	horizontal	video/20210427/30f74c8f68430aa797abaedbb1447fbc.mp4
125949	57.403829213	0.0101	0.0171	0.0002	0.0012	0.1252	0.167079642	0.0571	0.1755	195,199,201,665,205,207,209,221,220,315,306,300,270,337,289	4	32	30	vertical	video/20210427/fba821406c8730bb64bb2ac739f506a3.mp4
125975	19.175000000	0.0100	0.2365	0.0024	0.0270	0.0581	0.124888492			199,205,207,209,300,286,317,268,201,225,213,195,203,261,322	2	49	30	horizontal	video/20210427/136d7febb1b6302ff41aed0baf3522a9.mp4
126113	34.478511673	0.0074	0.0719	0.0005	0.0000	0.1140	0.109017318	0.0721	0.0378		4	28	25	vertical	video/20210427/12b0e064fc366badc61f24f593e84ea1.mp4
126171	12.718472222	0.0047	0.0000	0.0000	0.0000		0.000000000	0.0996	0.0724	356,358,360,362,364,366,368,370,468,372,420,452,424,475,352	4	31	25	vertical	video/20210428/80ca07c6b4ecc66446d2629888f6a11f.mp4
126460	679.740000000	0.0164	0.0133	0.0002	0.0000					352,356,358,360,362,364,384,368,370,372,468,420,438,475,456	4	29	25	vertical	video/20210429/96b13f3f5b21b597394d781bbb4500e8.mp4
126582	80.730707692	0.0103	0.0202	0.0002	0.0031	0.1516	0.047260636	0.0872	0.4733		2	59	25	horizontal	video/20210429/0da567253128c1a33b73d69e99f8bd2d.mp4
126583	25.348103019	0.0055	0.0366	0.0002	0.0004	0.0907	0.051760045	0.0574	0.0387		4	59	25	vertical	video/20210429/bb90aba316ca4f627155c135bcec25b9.mp4
126592	1.858198198	0.0082	0.0000	0.0000	0.0000	0.0267	0.029089499	0.1345	0.0795	356,358,360,362,364,366,368,370,468,372,420,452,424,475,352	4	35	25	vertical	video/20210429/4b08cc548cc0e715a84f563a7cfb570f.mp4
126620	114.450000000	0.0199	0.0000	0.0000	0.0000					356,358,360,362,364,366,368,370,468,372,420,452,424,475,697	4	36	25	vertical	video/20210429/d81db963703dcb83bf39ba564dfa115b.mp4
126630	197.191371681	0.0032	0.0068	0.0000	0.0000	0.0495	0.021025350	0.1392	0.0491	697,356,358,360,362,364,370,372,468,420,438,455,382,475,385	4	37	30	vertical	video/20210429/4e46eca68ac484ebb2a6a204112d45d7.mp4
126635	68.219861111	0.0060	0.0027	0.0000	0.0000	0.3660	0.016236311	0.0812	0.0586	697,356,358,360,362,364,370,372,468,420,438,455,382,475,385	4	37	30	vertical	video/20210429/7e3f690107727400a33c8c8b99167899.mp4
126667	294.626923076	0.0160	0.0181	0.0003	0.0000		0.000000000			356,358,364,368,370,372,459,450,438,496,697,352,397,396,401,366,468	2	27	30	horizontal	video/20210429/b60d15aedccfe8548fdaec56703af405.mp4
126668	289.361428571	0.0133	0.0142	0.0002	0.0000	0.0152	0.000000000			697,356,358,360,362,364,366,368,370,372,468,455,475,425,464	2	29	25	horizontal	video/20210429/87c7017fd620478ad88dcf8d31e47ae8.mp4
126677	357.407500000	0.0192	0.0128	0.0002	0.0004	0.0602	0.008393780			697,356,360,362,364,366,368,370,372,468,455,475,425,409,406,420	2	29	30	horizontal	video/20210429/38d2ac904ea0c075327dd6c14c2a877d.mp4
126720	62.353333333	0.0057	0.0000	0.0000						199,205,207,209,300,286,317,201,242,221,307,194,220,322,214,268	2	40	25	horizontal	video/20210429/6c84e0a9083b272f916e02b5ed57d6d4.mp4
126775	5.385740740	0.0038	0.0000	0.0000	0.0000	0.2769	0.000000000	0.0575	0.0296		4	49	25	vertical	video/20210429/bdd42fb118dada2a1efba7f80a9b59e1.mp4
127025	113.888435754	0.0038	0.0806	0.0003	0.0000	0.1162	0.121671556	0.0033	0.0321		4	49	25	vertical	video/20210430/56b71bc6f1eddfe147ab91b88cbb5d99.mp4
127092	107.985000000	0.0062	0.0294	0.0002	0.0000	0.1250	0.023151364	0.0561	0.0295		4	50	25	vertical	video/20210430/f212c786d67670376e22e78b4e7f6c6f.mp4
127093	359.268367346	0.0110	0.0174	0.0002	0.0000	0.1453	0.076686463	0.0169	0.0163		4	26	25	vertical	video/20210430/7a874cac7736c084cec28fa6ef169869.mp4
127135	115.728750000	0.0094	0.0000	0.0000	0.0000	0.0000	0.000000000	0.0147	0.0151		4	34	25	vertical	video/20210430/59858bd0646792e9383988af02345bf0.mp4
127170	8.022413793	0.0039	0.0976	0.0004	0.0000	0.2176	0.008596604	0.0033	0.0158		4	52	25	vertical	video/20210430/30b78611861532900323830f91891a9b.mp4
127196	20.623454545	0.0085	0.0167	0.0001	0.0000	0.0611	0.211586102	0.0797	0.0378		4	58	25	vertical	video/20210430/e5639cb8e6a45485548e991bb71e63ba.mp4
127304	86.562162162	0.0112	0.0124	0.0001		0.0141	0.000000000			352,356,358,360,362,364,384,368,370,372,468,420,453,438,475	4	22	25	vertical	video/20210501/e36720dbe69a727e97825eff0fcc1461.mp4
127312	39.358666666	0.0162	0.0054	0.0001	0.0000		0.000000000			352,356,358,360,362,364,384,368,372,370,468,420,456,424,475	2	24	25	horizontal	video/20210501/da4604f71828579171df8c70482b7da8.mp4
127335	275.186285714	0.0100	0.0065	0.0001		0.0130	0.006783284			352,356,358,360,362,364,384,368,372,370,468,420,456,424,475	2	30	25	horizontal	video/20210501/84f100b578fddb5a70edc921e79b0fe3.mp4
127429	0.444347826	0.0037	0.0000	0.0000			0.000000000			356,358,360,362,364,368,370,372,366,440,438,352,464,471,453,480	2	23	25	horizontal	video/20210501/524063b346939fa5f89cde18ad556999.mp4
127444	4.335667351	0.0029	0.0000	0.0000	0.0000	0.0487	0.000000000	0.0323	0.0153	352,356,364,370,468,366,358,368,373,475,401,395,459,453,431	4	32	25	vertical	video/20210501/bb453ca23537be341a71cfbe366a5de7.mp4
127454	39.156521739	0.0111	0.0102	0.0001	0.0000	0.0000	0.000000000	0.0000	0.0000	352,356,358,360,362,364,366,368,370,468,372,420,452,424,475	2	19	25	horizontal	video/20210501/698f18bfe923951ae354c5dfaa835d3f.mp4
127457	5.742273342	0.0123	0.0007	0.0000	0.0000	0.0399	0.001413914	0.0059	0.0861	352,356,358,360,362,364,366,368,370,468,372,420,452,424,475	4	35	25	vertical	video/20210501/a4a53aa02979182b169a0aff290b5606.mp4
127468	114.356666666	0.0077	0.0476	0.0004	0.0000	0.0714	0.096190282	0.0512	0.0211	195,199,231,209,219,300,288,268,330,205,246,241,244,665,221,317,313	2	30	30	horizontal	video/20210501/96646a3725c378e5bae4acc1b35c59a8.mp4
127471	126.966835443	0.0086	0.0079	0.0001		0.0327	0.014555780			352,356,358,360,362,364,366,368,370,468,372,420,452,424,475	2	17	25	horizontal	video/20210501/044ea12aa271a13e3144a4a66334a9e6.mp4
127660	174.270000000	0.0025	0.1159	0.0003		0.0104	0.001304141			354,356,358,400,362,364,383,368,370,372,470,464,459,450,438,496	4	40	25	vertical	video/20210502/69510a9ca051427e4678ef937400cb1c.mp4
127679	22.895476190	0.0081	0.0037	0.0000			0.000000000			352,356,358,360,362,364,383,368,370,372,468,420,456,438,488	2	28	25	horizontal	video/20210502/e6e2041ae0662482a2e7558f063a95f8.mp4
127846	112.200000000	0.0081	0.0303	0.0002	0.0000	0.0385	0.003819710	0.1089	0.0296	674,201,665,244,205,207,209,221,220,667,319,306,330,684,270,300,265,195	4	47	30	vertical	video/20210504/77362a2eed921f0b85590880a2f7adb2.mp4
127849	143.067777777	0.0090	0.0000	0.0000	0.0000	0.0244	0.004659796	0.0667	0.0193	674,201,665,244,205,207,209,221,220,667,319,306,330,684,270,300,265,195	2	47	30	horizontal	video/20210504/82d4613267431edb30d3a501277c9cf8.mp4
127857	15.941840000	0.0054	0.0068	0.0000		0.0044	0.003010945			352,356,360,362,364,366,368,370,372,471,420,440,408,457,490	2	29	30	horizontal	video/20210504/3bc683bb9e5ed1a21badda947b00fde0.mp4
127883	24.617586206	0.0155	0.0476	0.0007	0.0000	0.1228	0.042022104	0.1475	0.0697	195,209,219,288,268,330,205,201,244,243,665,242,231,300,211,255,261,319	4	39	25	vertical	video/20210504/ce9a68a5d74cedd877e36d56aedfe6e7.mp4
127891	71.024000000	0.0024	0.0333	0.0001	0.0000	0.1857	0.000000000	0.1322	0.0594	195,209,219,288,268,330,205,201,244,243,665,242,231,300,211,255,261,319	4	39	25	vertical	video/20210504/1ffc193ad1745e882172cf455f868215.mp4
127947	26.532419354	0.0052	0.0635	0.0003	0.0000	0.0421	0.000000000	0.0927	0.0421	195,199,201,203,205,207,209,211,213,259,261,300,265,270,330,684	4	34	30	vertical	video/20210505/d85137cd3732c91510020f9eed710717.mp4
128016	120.453008849	0.0072	0.0409	0.0003		0.0182	0.000440814			352,356,358,360,362,364,387,382,370,372,472,420,456,438,475	4	28	25	vertical	video/20210505/8d2752223a181893bfcc3d2f87ec11a8.mp4
128058	13.755000000	0.0135	0.0000	0.0000	0.0000	0.0000	0.000000000	0.1286	0.0641	697,356,358,360,362,364,382,370,372,470,420,455,438,386,475	4	38	30	vertical	video/20210506/ed42df2bfe46c5b05cd7f30b4f73b1b1.mp4
128069	109.210000000	0.0176	0.0442	0.0008	0.0000	0.0676	0.082410036	0.0724	0.0439	199,205,207,209,300,286,201,195,215,211,220,317,203,261,671,330	2	42	25	horizontal	video/20210506/9659ff702ccdf0dd0b38fb31c85aec73.mp4
128158	189.523333333	0.0049	0.0000	0.0000	0.0000		0.000000000	0.0796	0.0267	195,199,201,203,205,207,209,211,213,259,261,300,265,270,337,330	2	50	30	horizontal	video/20210506/c1468f9ec94e59f8e2ba24b478eb1f3c.mp4
128223	11.600591133	0.0059	0.0047	0.0000		0.1157	0.002547857			352,356,358,360,397,364,383,368,370,372,468,420,452,438,477	2	29	25	horizontal	video/20210507/a60fe70ea62dece987927aa26dd19f06.mp4
128269	195.350000000	0.0190	0.0000	0.0000	0.0000		0.000000000			352,356,358,360,362,364,366,368,370,377,471,420,452,438,475	2	21	25	horizontal	video/20210507/f0b254d1995ac8b9e0d74ab69fc6a15e.mp4
128283	25.378843537	0.0075	0.0100	0.0001	0.0000	0.0317	0.000625443			352,356,358,360,362,364,384,368,372,370,468,420,456,424,475	2	25	25	horizontal	video/20210507/6c5c9f0891e7c167bf25aebecf7be39d.mp4
128287	113.036926782	0.0051	0.0028	0.0000	0.0000	0.0284	0.011156345	0.1077	0.0702	352,356,358,360,362,364,384,368,372,370,468,420,456,424,475	4	25	25	vertical	video/20210507/39216b11f7e6deb0533a9b1967e3b59f.mp4
128316	1.439841269	0.0204	0.0000	0.0000	0.0000	0.0070	0.000000000	0.0178	0.0174	356,358,400,362,364,368,370,372,453,468,464,353,383,425,479,496	4	32	25	vertical	video/20210507/8214b3f080abff84f9da73c5efff08d1.mp4
128317	150.372500000	0.0086	0.0000	0.0000	0.0000		0.000000000	0.0126	0.0118	353,356,358,400,362,364,366,368,370,372,468,464,459,453,425,479,496	4	35	25	vertical	video/20210507/41afc4e9d0b86abb587d19091236d8cb.mp4
128325	302.040000000	0.0052	0.0000	0.0000	0.0000		0.000000000	0.0980	0.0443		4	45	25	vertical	video/20210507/97c73e95a1d21fadf7c9f77b4dea82c8.mp4
128454	54.862000000	0.0062	0.0000	0.0000	0.0000		0.000000000	0.0956	0.0490		4	53	25	vertical	video/20210508/f974b6613bc8bfeb2cb2dd114cf3894b.mp4
128534	80.107946428	0.0124	0.0116	0.0001	0.0000	0.0123	0.000668741	0.0001	0.0930	352,356,358,360,362,364,366,368,370,468,372,420,452,424,475	2	34	25	horizontal	video/20210508/2a3dccd41281714e1538c9229c64fe2e.mp4
128581	247.207500000	0.0034	0.0000	0.0000	0.0000	0.0000	0.000000000			352,356,358,360,362,364,387,382,370,372,468,420,456,438,488	6	30	25	horizontal	video/20210508/305f7bf47ea051ca5922883335eb155f.mp4
128585	109.845714285	0.0081	0.0000	0.0000	0.0000		0.000000000	0.0463	0.0169	195,288,268,330,205,201,231,300,211,674,229,220,203,261,317	2	41	30	horizontal	video/20210508/1c637e7e4ef357b386f39af4c7338a51.mp4
128587	93.320000000	0.0125	0.0044	0.0001	0.0000		0.000000000			352,356,358,360,362,364,387,382,370,372,468,420,456,438,488	2	30	25	horizontal	video/20210508/28bd8555446b0a17b91384a896c6dac8.mp4
128596	146.503333333	0.0113	0.0000	0.0000	0.0000		0.000000000	0.0050	0.0448	352,356,358,360,362,364,387,382,370,372,468,420,456,438,488	4	30	25	vertical	video/20210508/f870bb7a647cc85c7c41817caea4673c.mp4
128671	217.791588785	0.0084	0.0251	0.0002		0.0753	0.004505722			352,356,358,360,362,364,370,372,468,420,488,384,381,453,431	2	30	25	horizontal	video/20210508/15f75ec79023517865b4c4b1364d273b.mp4
128682	113.198000000	0.0073	0.0000	0.0000	0.0000		0.000000000	0.1150	0.0330	195,674,201,665,244,205,207,209,221,667,220,317,306,300,265,270,337,330	4	41	30	vertical	video/20210508/fb7fbfa47dcf3530e06a806ce74ccb81.mp4
128719	34.911052631	0.0211	0.0000	0.0000	0.0000	0.0000	0.000000000	0.0880	0.0290	195,288,268,330,205,201,244,243,665,242,231,300,211,319,674,704,306,229,220	4	41	25	vertical	video/20210508/6ba2350b845bd7e4cc6b3ae01331348f.mp4
128826	69.555000000	0.0112	0.0227	0.0003	0.0000	0.1667	0.086262670	0.0366	0.0304		4	25	25	vertical	video/20210508/508bb2451ea263051d7ecd5b9716d704.mp4
